record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by
ATT0008356,22-04-2025,SCH-0234,7,157,100,1,Class Teacher
ATT0004046,11-01-2026,SCH-0102,2,116,91,1,Not Recorded
ATT0014197,19-09-2025,SCH-0516,3,88,67,1,Admin
ATT0003777,22-08-2025,SCH-0275,4,101,73,1,Not Recorded
ATT0018404,09-05-2025,SCH-0394,1,270,182,1,Headmaster
ATT0018754,03-09-2025,SCH-0385,5,233,169,1,Class Teacher
ATT0003888,05-01-2026,SCH-0467,3,209,168,1,Class Teacher
ATT0016197,16-03-2026,SCH-0500,4,258,177,0,Headmaster
ATT0002146,01-04-2025,SCH-0003,9,136,116,1,Not Recorded
ATT0000291,24-04-2025,SCH-0338,9,190,161,0,Headmaster
ATT0006142,06-10-2025,SCH-0525,3,219,154,1,Class Teacher
ATT0018348,27-09-2025,SCH-0537,1,83,57,0,Headmaster
ATT0007345,19-11-2025,SCH-0197,9,231,192,0,Clerk
ATT0005454,31-01-2026,SCH-0586,2,226,174,0,Not Recorded
ATT0015763,03-01-2026,SCH-0358,9,203,153,0,Admin
ATT0014682,10-06-2025,SCH-0558,4,214,137,0,Not Recorded
ATT0015957,04-05-2025,SCH-0559,9,100,62,1,Clerk
ATT0004601,13-10-2025,SCH-0467,1,138,95,1,Headmaster
ATT0016723,03-04-2025,SCH-0373,1,48,34,1,Class Teacher
ATT0019038,25-06-2025,SCH-0246,7,282,240,0,Admin
ATT0006926,06-01-2026,SCH-0464,1,261,212,1,Not Recorded
ATT0017841,30-08-2025,SCH-0021,10,89,59,1,Clerk
ATT0016529,20-08-2025,SCH-0410,1,156,96,1,Headmaster
ATT0011545,09-04-2025,SCH-0050,3,135,107,1,Not Recorded
ATT0004464,06-07-2025,SCH-0551,9,211,211,0,Not Recorded
ATT0011200,28-06-2025,SCH-0295,4,127,94,1,Clerk
ATT0006406,07-02-2026,SCH-0251,5,110,76,1,Headmaster
ATT0014002,16-08-2025,SCH-0069,2,52,44,1,Admin
ATT0010561,07-04-2025,SCH-0309,3,274,214,0,Headmaster
ATT0017411,12-04-2025,SCH-0236,4,212,146,1,Admin
ATT0005044,04-01-2026,SCH-0092,10,248,235,0,Headmaster
ATT0006914,25-06-2025,SCH-0308,1,283,181,1,Headmaster
ATT0010118,09-10-2025,SCH-0518,2,76,54,1,Class Teacher
ATT0013406,23-04-2025,SCH-0295,1,175,117,1,Headmaster
ATT0002715,01-11-2025,SCH-0170,4,96,91,1,Headmaster
ATT0007756,10-03-2026,SCH-0384,9,262,241,1,Not Recorded
ATT0011582,15-07-2025,SCH-0465,2,64,59,0,Headmaster
ATT0017873,13-10-2025,SCH-0310,2,156,93,1,Not Recorded
ATT0019426,12-05-2025,SCH-0578,10,184,136,1,Class Teacher
ATT0009350,12-09-2025,SCH-0117,1,266,182,1,Headmaster
ATT0019161,29-05-2025,SCH-0177,1,119,95,1,Headmaster
ATT0015139,11-09-2025,SCH-0037,2,260,161,1,Clerk
ATT0005002,02-12-2025,SCH-0509,3,121,113,1,Headmaster
ATT0006889,10-10-2025,SCH-0336,1,259,160,0,Class Teacher
ATT0017025,06-06-2025,SCH-0321,5,216,188,1,Class Teacher
ATT0005208,16-08-2025,SCH-0235,3,54,47,1,Headmaster
ATT0014641,12-05-2025,SCH-0268,3,107,64,0,Headmaster
ATT0006247,25-08-2025,SCH-0110,5,180,121,1,Admin
ATT0004025,16-09-2025,SCH-0077,1,99,72,0,Not Recorded
ATT0006686,15-09-2025,SCH-0067,3,205,162,1,Headmaster
ATT0015875,29-10-2025,SCH-0267,6,96,65,0,Clerk
ATT0015750,18-12-2025,SCH-0086,5,65,49,1,Clerk
,03-12-2025,SCH-0483,8,222,138,1,Headmaster
ATT0016427,24-06-2025,SCH-0558,7,163,169,0,Admin
ATT0008887,12-01-2026,SCH-0127,7,174,149,0,Headmaster
ATT0013727,20-04-2025,SCH-0486,6,254,182,1,Headmaster
ATT0014255,05-09-2025,SCH-0381,7,49,45,0,Headmaster
ATT0018493,02-10-2025,SCH-0155,8,253,228,1,Headmaster
ATT0018903,14-09-2025,SCH-0187,9,289,289,1,Admin
ATT0016984,13-07-2025,SCH-0027,4,161,161,1,Not Recorded
ATT0006271,23-01-2026,SCH-0082,1,177,127,0,Admin
ATT0003166,15-04-2025,SCH-0459,8,217,217,1,Headmaster
ATT0008442,07-07-2025,SCH-0126,1,98,65,1,Headmaster
ATT0011675,04-11-2025,SCH-0228,2,293,193,1,Admin
ATT0009619,18-08-2025,SCH-0298,4,86,60,1,Class Teacher
ATT0001769,23-11-2025,SCH-0271,1,250,250,1,Not Recorded
ATT0003208,10-01-2026,SCH-0388,1,76,67,1,Class Teacher
ATT0019518,12-02-2026,SCH-0556,4,298,252,1,Class Teacher
ATT0011688,07-03-2026,SCH-0425,5,114,72,1,Not Recorded
ATT0011821,01-01-2026,SCH-0243,3,67,45,1,Class Teacher
ATT0014908,13-07-2025,SCH-0276,10,55,53,1,Class Teacher
ATT0002327,18-08-2025,SCH-0390,8,184,161,1,Headmaster
ATT0010511,03-10-2025,SCH-0054,10,300,224,0,Headmaster
ATT0013745,04-07-2025,SCH-0226,6,178,169,1,Headmaster
ATT0015488,03-05-2025,SCH-0132,2,289,248,1,Not Recorded
ATT0013050,06-03-2026,SCH-0539,1,188,161,1,Headmaster
ATT0019900,30-01-2026,SCH-0432,4,135,92,0,Not Recorded
ATT0012579,23-03-2026,SCH-0283,6,137,114,1,Clerk
ATT0016862,01-12-2025,SCH-0504,9,272,193,1,Headmaster
ATT0002517,02-12-2025,SCH-0144,3,141,91,1,Headmaster
ATT0000641,09-06-2025,SCH-0062,6,141,141,1,Headmaster
ATT0008638,25-06-2025,SCH-0528,2,197,172,1,Class Teacher
ATT0012629,07-01-2026,SCH-0351,3,279,264,1,Clerk
ATT0000829,04-09-2025,SCH-0571,7,168,145,1,Admin
ATT0008704,07-06-2025,SCH-0260,6,151,142,0,Not Recorded
ATT0005199,27-03-2026,SCH-0019,3,259,247,1,Headmaster
ATT0005747,01-10-2025,SCH-0168,1,211,140,0,Headmaster
ATT0003586,15-06-2025,SCH-0163,1,113,108,1,Not Recorded
ATT0010105,19-03-2026,SCH-0599,1,247,210,0,Headmaster
ATT0006849,16-10-2025,SCH-0065,2,81,69,1,Headmaster
ATT0013567,07-01-2026,SCH-0263,4,216,137,1,Class Teacher
ATT0012262,26-06-2025,SCH-0442,4,146,125,1,Headmaster
ATT0010549,01-02-2026,SCH-0156,4,214,214,1,Class Teacher
ATT0000912,19-10-2025,SCH-0171,2,241,241,1,Headmaster
ATT0016865,09-11-2025,SCH-0041,3,223,223,1,Not Recorded
ATT0017981,24-11-2025,SCH-0301,9,83,65,1,Class Teacher
ATT0010926,03-07-2025,SCH-0105,1,188,116,1,Headmaster
ATT0019925,29-09-2025,SCH-0536,5,293,190,0,Admin
,26-08-2025,SCH-0091,1,59,47,1,Class Teacher
ATT0003887,10-12-2025,SCH-0025,5,63,60,1,Not Recorded
ATT0015767,12-10-2025,SCH-0189,5,225,225,1,Clerk
ATT0011722,09-01-2026,SCH-0476,7,79,74,0,Not Recorded
ATT0013983,19-04-2025,SCH-0399,3,84,84,1,Not Recorded
ATT0013145,20-12-2025,SCH-0175,10,206,199,0,Clerk
ATT0018644,14-11-2025,SCH-0211,1,46,28,0,Clerk
ATT0009741,21-08-2025,SCH-0579,4,51,41,0,Clerk
ATT0002394,25-11-2025,SCH-0585,9,141,131,1,Headmaster
ATT0002880,03-10-2025,SCH-0379,2,41,29,1,Clerk
ATT0009321,04-05-2025,SCH-0520,10,189,189,1,Not Recorded
ATT0016293,10-05-2025,SCH-0492,5,141,115,1,Headmaster
ATT0018899,06-06-2025,SCH-0376,8,286,204,0,Headmaster
ATT0014239,10-08-2025,SCH-0419,5,44,44,1,Not Recorded
ATT0005961,18-06-2025,SCH-0552,7,52,47,1,Not Recorded
ATT0007650,11-05-2025,SCH-0476,1,91,57,0,Headmaster
ATT0006429,12-01-2026,SCH-0195,2,141,121,1,Clerk
ATT0016784,04-10-2025,SCH-0418,5,287,243,1,Headmaster
ATT0019050,15-10-2025,SCH-0039,9,283,205,1,Headmaster
ATT0017005,14-05-2025,SCH-0197,3,92,58,1,Admin
ATT0011278,19-10-2025,SCH-0099,9,53,53,1,Admin
ATT0004541,13-05-2025,SCH-0142,2,45,31,1,Headmaster
ATT0009842,14-05-2025,SCH-0296,3,130,93,1,Clerk
ATT0003504,14-01-2026,SCH-0222,7,244,204,1,Not Recorded
ATT0017781,26-08-2025,SCH-0181,4,130,100,1,Not Recorded
ATT0006463,30-08-2025,SCH-0210,8,242,231,1,Headmaster
ATT0004294,28-06-2025,SCH-0530,9,257,191,1,Admin
ATT0000937,26-03-2026,SCH-0173,4,144,103,0,Class Teacher
ATT0004697,13-11-2025,SCH-0360,9,96,75,1,Not Recorded
ATT0004259,22-02-2026,SCH-0086,1,300,213,1,Clerk
ATT0016111,04-05-2025,SCH-0185,5,227,227,0,Not Recorded
ATT0010028,25-08-2025,SCH-0083,1,54,44,1,Clerk
ATT0004829,21-04-2025,SCH-0446,1,136,145,0,Not Recorded
ATT0010871,23-09-2025,SCH-0517,3,178,155,1,Headmaster
ATT0005352,03-12-2025,SCH-0456,4,233,148,1,Class Teacher
ATT0018297,27-07-2025,SCH-0137,6,156,142,1,Headmaster
ATT0002054,01-08-2025,SCH-0036,7,157,146,1,Headmaster
ATT0008427,13-04-2025,SCH-0068,8,141,141,0,Headmaster
ATT0010111,20-04-2025,SCH-0301,10,259,214,1,Headmaster
ATT0002027,15-10-2025,SCH-0158,10,185,140,1,Clerk
ATT0016845,08-07-2025,SCH-0263,9,149,141,0,Admin
ATT0010194,01-10-2025,SCH-0434,9,77,67,0,Headmaster
ATT0016440,11-10-2025,SCH-0017,2,160,142,1,Headmaster
ATT0016321,12-07-2025,SCH-0083,8,204,153,1,Headmaster
ATT0014277,17-06-2025,SCH-0050,6,260,218,0,Class Teacher
ATT0001963,26-12-2025,SCH-0588,2,208,201,1,Clerk
ATT0002603,31-08-2025,SCH-0528,5,299,197,0,Not Recorded
ATT0003942,13-11-2025,SCH-0457,4,239,149,1,Admin
,16-07-2025,SCH-0261,4,286,303,1,Not Recorded
ATT0012488,18-06-2025,SCH-0033,3,135,149,1,Headmaster
ATT0005408,12-02-2026,SCH-0014,1,78,50,1,Clerk
ATT0006706,22-04-2025,SCH-0307,6,59,55,1,Headmaster
ATT0001053,18-03-2026,SCH-0410,2,126,105,1,Not Recorded
ATT0011849,13-09-2025,SCH-0447,4,254,259,0,Headmaster
ATT0012448,05-12-2025,SCH-0237,5,69,54,1,Not Recorded
ATT0011418,13-10-2025,SCH-0570,10,281,254,1,Class Teacher
ATT0010710,23-03-2026,SCH-0017,8,293,206,0,Headmaster
ATT0011220,31-05-2025,SCH-0060,5,166,134,1,Headmaster
ATT0016552,07-12-2025,SCH-0529,3,272,291,1,Admin
ATT0011533,14-07-2025,SCH-0409,2,259,217,1,Headmaster
ATT0010317,01-10-2025,SCH-0398,1,140,128,1,Not Recorded
ATT0001428,23-08-2025,SCH-0265,9,80,50,1,Clerk
ATT0008583,30-07-2025,SCH-0208,8,296,207,0,Headmaster
ATT0009241,11-06-2025,SCH-0573,2,150,111,1,Headmaster
ATT0006516,27-07-2025,SCH-0277,3,237,237,1,Headmaster
ATT0006947,16-01-2026,SCH-0329,1,95,59,1,Headmaster
ATT0010302,04-07-2025,SCH-0137,2,150,129,1,Clerk
ATT0009537,09-07-2025,SCH-0188,3,88,70,1,Class Teacher
ATT0009076,10-02-2026,SCH-0347,6,45,37,1,Headmaster
ATT0002782,12-03-2026,SCH-0062,9,287,226,1,Admin
ATT0002849,25-11-2025,SCH-0186,5,152,165,0,Clerk
ATT0000352,20-07-2025,SCH-0449,5,122,96,0,Clerk
ATT0007489,21-06-2025,SCH-0446,7,59,40,1,Class Teacher
ATT0014279,18-11-2025,SCH-0134,4,200,175,1,Headmaster
ATT0004105,15-08-2025,SCH-0488,5,213,188,1,Not Recorded
ATT0000813,07-01-2026,SCH-0565,5,80,72,0,Admin
ATT0016971,23-12-2025,SCH-0555,10,97,72,1,Class Teacher
ATT0001731,10-02-2026,SCH-0202,2,157,97,1,Not Recorded
ATT0004388,29-12-2025,SCH-0185,8,231,155,1,Headmaster
ATT0000504,01-04-2025,SCH-0120,4,79,74,0,Headmaster
ATT0012674,29-08-2025,SCH-0235,10,185,123,1,Headmaster
ATT0018384,04-02-2026,SCH-0115,2,237,218,1,Not Recorded
ATT0007874,27-03-2026,SCH-0397,5,85,52,1,Clerk
ATT0007714,28-01-2026,SCH-0454,5,287,243,1,Headmaster
ATT0004060,21-06-2025,SCH-0051,10,201,183,1,Clerk
ATT0004875,15-05-2025,SCH-0327,5,260,182,1,Clerk
ATT0007673,20-12-2025,SCH-0460,1,73,51,1,Class Teacher
ATT0006726,14-12-2025,SCH-0202,9,179,126,1,Admin
ATT0000120,21-10-2025,SCH-0279,5,160,102,1,Admin
ATT0009326,21-03-2026,SCH-0134,7,191,136,1,Headmaster
ATT0014420,07-05-2025,SCH-0536,2,132,107,1,Not Recorded
ATT0005305,30-03-2026,SCH-0111,3,96,58,1,Not Recorded
ATT0014299,07-02-2026,SCH-0111,9,126,80,1,Not Recorded
ATT0004773,01-01-2026,SCH-0490,1,234,155,1,Not Recorded
ATT0009771,14-01-2026,SCH-0394,3,232,179,0,Headmaster
ATT0010813,02-08-2025,SCH-0574,8,84,57,1,Not Recorded
ATT0004979,07-05-2025,SCH-0141,4,239,152,1,Headmaster
ATT0004510,06-05-2025,SCH-0361,1,163,132,1,Class Teacher
ATT0010091,08-09-2025,SCH-0226,5,290,199,1,Headmaster
ATT0007153,05-11-2025,SCH-0417,10,239,258,1,Clerk
ATT0010916,20-04-2025,SCH-0002,10,222,206,1,Class Teacher
ATT0017755,11-12-2025,SCH-0509,5,77,60,1,Headmaster
ATT0013916,31-08-2025,SCH-0593,4,141,95,1,Not Recorded
ATT0009406,11-09-2025,SCH-0484,6,71,48,0,Admin
ATT0001969,08-03-2026,SCH-0540,3,96,84,1,Clerk
ATT0003144,24-09-2025,SCH-0250,2,89,84,1,Class Teacher
ATT0000209,21-02-2026,SCH-0521,10,171,125,1,Admin
ATT0013549,13-04-2025,SCH-0229,2,111,129,0,Admin
ATT0002271,06-06-2025,SCH-0539,7,134,106,1,Clerk
ATT0008589,11-06-2025,SCH-0486,1,162,100,1,Not Recorded
ATT0002699,18-09-2025,SCH-0512,5,179,171,0,Class Teacher
ATT0007773,26-01-2026,SCH-0001,7,147,137,1,Class Teacher
ATT0001053,18-03-2026,SCH-0410,2,126,105,1,Not Recorded
ATT0000961,27-10-2025,SCH-0086,5,92,63,1,Admin
ATT0014569,03-02-2026,SCH-0084,6,55,37,1,Admin
ATT0013805,16-11-2025,SCH-0415,4,86,52,1,Not Recorded
ATT0006114,07-12-2025,SCH-0016,4,195,195,1,Headmaster
ATT0012020,18-05-2025,SCH-0510,3,179,179,1,Headmaster
ATT0002947,11-11-2025,SCH-0469,1,294,205,1,Admin
ATT0015562,14-05-2025,SCH-0477,7,135,109,1,Admin
ATT0002617,30-05-2025,SCH-0071,3,152,103,1,Clerk
ATT0005764,02-05-2025,SCH-0313,5,44,29,1,Admin
ATT0003533,24-06-2025,SCH-0291,1,147,114,1,Headmaster
ATT0003422,09-03-2026,SCH-0103,9,270,262,1,Admin
ATT0016303,28-10-2025,SCH-0336,5,237,209,1,Headmaster
ATT0007334,12-11-2025,SCH-0106,5,247,169,0,Admin
,08-07-2025,SCH-0062,4,149,113,1,Headmaster
ATT0014030,24-12-2025,SCH-0413,8,177,128,1,Clerk
ATT0012187,18-12-2025,SCH-0310,4,89,76,1,Not Recorded
ATT0005118,04-03-2026,SCH-0470,3,284,186,1,Headmaster
ATT0010435,26-06-2025,SCH-0141,2,259,162,1,Not Recorded
ATT0002091,04-11-2025,SCH-0485,4,67,48,0,Class Teacher
ATT0005161,07-11-2025,SCH-0016,7,156,121,1,Headmaster
ATT0011624,29-09-2025,SCH-0528,5,66,61,1,Headmaster
ATT0004955,03-08-2025,SCH-0366,10,254,248,1,Headmaster
ATT0017196,11-09-2025,SCH-0502,10,296,231,0,Headmaster
ATT0015225,14-10-2025,SCH-0069,10,292,241,1,Class Teacher
ATT0009996,04-01-2026,SCH-0433,2,95,105,1,Headmaster
ATT0009812,26-07-2025,SCH-0253,9,220,143,1,Class Teacher
ATT0002421,05-11-2025,SCH-0395,3,165,107,1,Admin
ATT0014993,04-02-2026,SCH-0122,1,281,196,1,Not Recorded
ATT0010433,08-04-2025,SCH-0530,3,111,74,1,Admin
ATT0015631,26-02-2026,SCH-0527,6,250,201,1,Not Recorded
ATT0001347,13-11-2025,SCH-0255,2,276,232,1,Headmaster
ATT0017883,01-11-2025,SCH-0283,4,44,31,1,Headmaster
ATT0011045,19-08-2025,SCH-0421,10,73,56,1,Clerk
ATT0014236,17-03-2026,SCH-0167,1,221,211,1,Not Recorded
ATT0013009,18-01-2026,SCH-0101,9,285,285,1,Not Recorded
ATT0008658,24-08-2025,SCH-0177,2,247,233,0,Headmaster
ATT0004936,20-04-2025,SCH-0205,4,139,132,0,Class Teacher
ATT0008142,13-03-2026,SCH-0332,6,185,158,1,Clerk
ATT0010663,14-10-2025,SCH-0592,2,282,213,0,Clerk
ATT0012823,05-05-2025,SCH-0004,3,92,74,1,Clerk
ATT0002755,12-04-2025,SCH-0352,7,115,112,0,Headmaster
ATT0013822,30-10-2025,SCH-0270,1,61,49,0,Class Teacher
ATT0007564,15-08-2025,SCH-0511,5,164,118,1,Admin
ATT0018380,24-11-2025,SCH-0584,4,77,55,0,Clerk
ATT0010225,27-09-2025,SCH-0478,4,87,78,0,Clerk
ATT0006456,17-01-2026,SCH-0239,10,291,180,1,Not Recorded
ATT0001979,03-01-2026,SCH-0586,10,299,192,0,Not Recorded
ATT0018099,07-11-2025,SCH-0549,4,155,124,1,Clerk
ATT0014579,16-02-2026,SCH-0108,3,271,271,1,Admin
ATT0017580,27-11-2025,SCH-0014,7,255,164,0,Admin
ATT0011721,16-02-2026,SCH-0274,6,214,205,1,Headmaster
ATT0000324,03-09-2025,SCH-0582,5,191,166,1,Class Teacher
ATT0016084,02-07-2025,SCH-0028,3,92,67,0,Clerk
ATT0001720,26-09-2025,SCH-0183,8,127,81,1,Headmaster
ATT0006979,03-06-2025,SCH-0170,3,266,253,1,Clerk
ATT0014162,27-12-2025,SCH-0244,6,214,182,0,Clerk
ATT0019967,06-07-2025,SCH-0566,10,206,206,1,Admin
ATT0016177,02-09-2025,SCH-0341,1,292,204,1,Admin
ATT0005916,23-12-2025,SCH-0300,6,248,248,1,Admin
ATT0007357,29-10-2025,SCH-0253,1,98,98,1,Not Recorded
ATT0015596,06-02-2026,SCH-0208,4,126,87,1,Class Teacher
ATT0009631,01-01-2026,SCH-0096,4,158,133,1,Not Recorded
ATT0007982,10-08-2025,SCH-0353,4,148,95,1,Admin
ATT0016760,27-03-2026,SCH-0242,9,133,103,0,Admin
ATT0013979,27-12-2025,SCH-0430,7,139,134,1,Headmaster
ATT0012300,01-04-2025,SCH-0062,7,249,239,1,Headmaster
ATT0003143,13-04-2025,SCH-0018,1,99,99,1,Headmaster
ATT0017519,22-08-2025,SCH-0172,1,106,101,1,Not Recorded
ATT0010323,02-09-2025,SCH-0585,5,166,115,0,Headmaster
ATT0017264,04-09-2025,SCH-0573,7,218,173,0,Clerk
ATT0007474,19-07-2025,SCH-0286,1,59,71,1,Clerk
ATT0005077,11-01-2026,SCH-0422,5,66,66,1,Not Recorded
ATT0006663,02-08-2025,SCH-0197,2,171,102,1,Headmaster
ATT0019142,14-04-2025,SCH-0451,2,83,63,1,Clerk
ATT0005450,20-11-2025,SCH-0555,1,70,66,1,Not Recorded
ATT0004740,27-04-2025,SCH-0008,5,81,63,1,Not Recorded
ATT0014095,20-04-2025,SCH-0021,2,259,172,0,Admin
ATT0007543,24-06-2025,SCH-0024,3,145,88,0,Headmaster
ATT0001806,02-02-2026,SCH-0085,5,297,257,0,Headmaster
ATT0011861,05-10-2025,SCH-0040,4,155,155,1,Class Teacher
,30-09-2025,SCH-0538,6,184,110,1,Admin
ATT0000804,30-09-2025,SCH-0453,3,220,146,0,Headmaster
ATT0010613,31-03-2026,SCH-0163,10,239,186,0,Not Recorded
ATT0011256,07-12-2025,SCH-0483,5,101,77,1,Headmaster
ATT0015683,10-07-2025,SCH-0346,5,108,100,1,Headmaster
ATT0010744,22-12-2025,SCH-0202,10,174,135,1,Admin
ATT0010429,14-07-2025,SCH-0162,8,117,102,0,Headmaster
ATT0001291,07-01-2026,SCH-0540,9,115,89,1,Headmaster
ATT0014534,24-01-2026,SCH-0172,9,158,100,0,Clerk
ATT0010449,25-07-2025,SCH-0219,6,161,138,1,Not Recorded
ATT0012898,06-12-2025,SCH-0347,4,143,105,1,Admin
ATT0008987,30-09-2025,SCH-0319,7,105,93,0,Not Recorded
ATT0004573,10-04-2025,SCH-0055,7,176,138,0,Headmaster
ATT0002154,11-01-2026,SCH-0262,7,286,234,0,Headmaster
ATT0007628,12-10-2025,SCH-0040,3,115,105,1,Admin
ATT0012054,04-04-2025,SCH-0220,1,171,153,1,Headmaster
ATT0003512,10-10-2025,SCH-0021,1,145,111,0,Not Recorded
ATT0017094,07-11-2025,SCH-0455,10,117,91,1,Headmaster
ATT0007976,05-01-2026,SCH-0111,2,90,54,1,Headmaster
ATT0000035,02-06-2025,SCH-0365,2,84,77,1,Class Teacher
ATT0003101,05-07-2025,SCH-0313,10,46,42,0,Clerk
ATT0016824,16-09-2025,SCH-0145,5,266,248,1,Not Recorded
ATT0009424,16-04-2025,SCH-0476,6,236,149,0,Headmaster
ATT0016523,12-02-2026,SCH-0426,4,251,159,1,Class Teacher
ATT0008441,20-08-2025,SCH-0543,1,189,194,1,Headmaster
ATT0004032,06-08-2025,SCH-0125,8,289,246,1,Headmaster
ATT0018951,14-01-2026,SCH-0373,8,203,178,1,Admin
ATT0016658,17-02-2026,SCH-0550,2,203,134,1,Clerk
ATT0006063,26-05-2025,SCH-0556,4,176,118,1,Headmaster
ATT0000972,27-06-2025,SCH-0400,4,85,64,1,Headmaster
ATT0001636,07-02-2026,SCH-0123,1,160,107,1,Admin
ATT0018036,04-05-2025,SCH-0040,7,177,177,1,Not Recorded
ATT0012464,01-06-2025,SCH-0518,9,74,74,1,Clerk
ATT0009979,05-03-2026,SCH-0165,7,254,230,0,Class Teacher
ATT0015549,20-09-2025,SCH-0272,2,298,268,0,Clerk
ATT0003972,31-08-2025,SCH-0551,6,77,77,1,Not Recorded
ATT0017640,19-10-2025,SCH-0234,1,198,131,1,Clerk
ATT0012832,24-09-2025,SCH-0075,5,173,105,0,Admin
ATT0018657,21-05-2025,SCH-0500,9,105,119,1,Headmaster
ATT0011025,06-12-2025,SCH-0234,10,161,111,0,Headmaster
ATT0008869,28-09-2025,SCH-0118,4,289,289,1,Admin
ATT0016291,14-09-2025,SCH-0073,4,239,175,0,Clerk
ATT0005926,30-12-2025,SCH-0191,4,72,64,1,Headmaster
ATT0013454,18-07-2025,SCH-0115,2,203,168,1,Clerk
ATT0008695,29-07-2025,SCH-0567,2,235,219,1,Clerk
ATT0000607,11-06-2025,SCH-0288,7,286,260,1,Headmaster
ATT0002622,06-12-2025,SCH-0443,6,144,139,1,Not Recorded
ATT0014476,13-12-2025,SCH-0568,5,119,100,1,Class Teacher
ATT0001528,06-01-2026,SCH-0083,3,113,104,1,Not Recorded
ATT0010529,03-03-2026,SCH-0110,1,231,220,1,Clerk
ATT0000219,24-04-2025,SCH-0183,4,190,171,1,Not Recorded
ATT0019022,02-06-2025,SCH-0501,5,198,159,1,Admin
ATT0013054,21-03-2026,SCH-0145,10,53,50,1,Not Recorded
ATT0011881,08-04-2025,SCH-0411,2,118,82,0,Class Teacher
ATT0010461,09-11-2025,SCH-0061,9,60,49,0,Headmaster
ATT0010035,18-12-2025,SCH-0469,1,262,165,1,Clerk
ATT0016875,11-11-2025,SCH-0006,1,141,108,0,Clerk
ATT0018199,22-04-2025,SCH-0209,6,263,218,1,Class Teacher
ATT0017711,30-03-2026,SCH-0554,10,172,139,1,Class Teacher
ATT0003708,22-01-2026,SCH-0418,2,253,189,1,Headmaster
ATT0001513,17-06-2025,SCH-0198,5,218,211,0,Class Teacher
ATT0014637,15-12-2025,SCH-0258,4,111,77,1,Class Teacher
ATT0017973,13-01-2026,SCH-0242,5,44,43,0,Not Recorded
ATT0011048,17-06-2025,SCH-0311,2,295,205,1,Not Recorded
ATT0018602,03-11-2025,SCH-0337,2,218,163,1,Class Teacher
ATT0004578,24-02-2026,SCH-0033,2,289,199,1,Admin
ATT0002798,26-08-2025,SCH-0061,2,224,176,1,Headmaster
ATT0004334,11-08-2025,SCH-0239,6,199,148,1,Not Recorded
ATT0000342,23-03-2026,SCH-0024,4,233,204,1,Class Teacher
ATT0002215,24-04-2025,SCH-0330,5,89,84,0,Not Recorded
ATT0019401,30-01-2026,SCH-0302,1,245,169,1,Headmaster
ATT0012171,10-04-2025,SCH-0507,7,251,220,1,Headmaster
ATT0005793,17-05-2025,SCH-0538,2,252,158,1,Headmaster
ATT0000439,02-05-2025,SCH-0311,7,292,183,0,Headmaster
ATT0014678,14-01-2026,SCH-0134,8,116,109,1,Not Recorded
ATT0011728,08-06-2025,SCH-0509,2,276,240,1,Not Recorded
ATT0011193,19-01-2026,SCH-0017,7,208,169,1,Headmaster
,19-09-2025,SCH-0584,5,193,165,1,Admin
ATT0001476,18-11-2025,SCH-0375,7,165,124,1,Headmaster
ATT0012508,16-07-2025,SCH-0572,4,175,161,1,Class Teacher
ATT0019164,28-02-2026,SCH-0193,9,291,275,1,Admin
ATT0012957,20-10-2025,SCH-0086,2,297,188,1,Headmaster
ATT0003387,14-04-2025,SCH-0526,2,171,140,1,Not Recorded
ATT0003920,10-07-2025,SCH-0236,2,144,99,1,Class Teacher
ATT0015724,05-05-2025,SCH-0293,5,186,158,1,Headmaster
ATT0016575,26-10-2025,SCH-0307,5,67,63,1,Admin
ATT0019189,10-10-2025,SCH-0133,3,212,201,1,Clerk
ATT0017706,12-03-2026,SCH-0385,3,279,270,1,Headmaster
ATT0015137,06-10-2025,SCH-0149,1,187,160,1,Not Recorded
ATT0008843,04-02-2026,SCH-0016,1,106,91,1,Headmaster
ATT0006758,30-09-2025,SCH-0085,1,288,183,1,Class Teacher
ATT0005164,10-10-2025,SCH-0528,3,61,53,1,Clerk
ATT0012792,18-05-2025,SCH-0068,3,183,183,1,Headmaster
ATT0000697,13-09-2025,SCH-0427,1,103,63,0,Clerk
ATT0003287,08-03-2026,SCH-0265,2,112,112,1,Not Recorded
ATT0000521,30-11-2025,SCH-0037,10,212,135,0,Headmaster
ATT0014745,21-08-2025,SCH-0215,6,95,84,1,Headmaster
ATT0013311,12-10-2025,SCH-0101,1,66,66,1,Headmaster
ATT0012825,04-11-2025,SCH-0296,6,277,244,1,Admin
ATT0013589,19-05-2025,SCH-0282,3,181,126,1,Not Recorded
ATT0014696,26-04-2025,SCH-0568,3,288,269,1,Headmaster
ATT0018984,20-04-2025,SCH-0149,2,106,106,1,Clerk
ATT0015740,20-12-2025,SCH-0064,10,291,214,1,Not Recorded
ATT0013542,17-10-2025,SCH-0042,4,120,87,1,Not Recorded
ATT0004837,05-12-2025,SCH-0495,3,163,99,1,Class Teacher
ATT0009877,05-03-2026,SCH-0048,6,54,44,1,Class Teacher
ATT0017963,27-12-2025,SCH-0191,9,68,49,0,Not Recorded
ATT0000844,19-02-2026,SCH-0388,1,81,71,1,Not Recorded
ATT0000485,27-03-2026,SCH-0405,9,220,196,1,Admin
ATT0001202,02-02-2026,SCH-0337,5,241,188,1,Headmaster
